t,metric,outcome,rolling_var,var_z,variance_breach,deviation,deviation_norm,slope,slope_norm,persistence,recovery_failure,recovery_failure_persist,gv_composite,early_warning
153,0.8200855813736665,recoverable,0.0010580712093989056,-0.5913508164244828,0,0.07132484651869242,0.29718686049455173,-0.00666770329693855,0.0,0.0,0,0.0,0.05943737209891035,0
154,0.8066061235823868,recoverable,0.0011071644310493172,-0.5227672976779577,0,0.08037439552971393,0.33489331470714134,-0.0076453988585040685,0.0,0.0,0,0.0,0.06697866294142828,0
155,0.8000498130233376,recoverable,0.0011156175626924852,-0.4686821569875814,0,0.08179434024193633,0.34080975100806804,-0.009201040348999713,0.0,0.0,0,0.0,0.06816195020161361,0
156,0.7763097325265431,recoverable,0.001353692624603118,-0.2922427035024119,0,0.10108181410501993,0.42117422543758304,-0.009217383674796614,0.0,0.0,0,0.0,0.08423484508751661,0
157,0.777531934146299,recoverable,0.0015284973474357065,-0.11804830365378123,0,0.09416140643266524,0.39233919346943846,-0.009627446153458594,0.0,0.0,0,0.0,0.0784678386938877,0
158,0.80737561709248,recoverable,0.0014773307691897412,-0.05762044184081792,0,0.0610858717485816,0.25452446561909,-0.0067108984968946815,0.0,0.0,0,0.0,0.050904893123818,0
159,0.7657827901440512,recoverable,0.0016833907633403665,0.2306263363805724,0,0.09696066475902487,0.4040027698292703,-0.006697825304700203,0.0,0.0,0,0.0,0.09727386370732352,0
160,0.7537490005087355,recoverable,0.0017224267579864627,0.4368847859327561,0,0.10380733061913772,0.43253054424640713,-0.007503954868770401,0.0,0.0,0,0.0,0.11771216498733544,0
161,0.7688103636619221,recoverable,0.0017463487872549095,0.6442507812465661,0,0.0833618794571197,0.3473411644046654,-0.006662398193316309,0.0,0.0,0,0.0,0.11548614582711637,0
162,0.7795798010834657,recoverable,0.0016303831590975427,0.6886401581798844,0,0.06799015144422493,0.28329229768427056,-0.005226445750481024,0.0,0.0,0,0.0,0.10584704226398872,0
163,0.7319498307695709,recoverable,0.0018347919567533641,1.2536549622590953,0,0.11035177902248128,0.45979907926033864,-0.005852334491385901,0.0,0.0,0,0.0,0.18150659887057455,0
164,0.7473190305736824,recoverable,0.0018512994296352105,1.4395321354431156,0,0.08891360367463486,0.3704733486443119,-0.00547022163385972,0.0,0.0,0,0.0,0.17691839368908494,0
165,0.7406661539887859,recoverable,0.0019221279142199448,1.6337147674431973,0,0.08925522998341129,0.371896791597547,-0.005169448893886354,0.0,0.0,0,0.0,0.1910732702797378,0
166,0.7240492739141433,recoverable,0.0017794678654984182,1.3367596339908685,0,0.09983549094288446,0.41598121226201856,-0.006637921536139704,0.0,0.0,0,0.0,0.17867907345175146,0
167,0.7624154930715741,recoverable,0.0015745767725312127,0.921501602462521,0,0.0568924887062775,0.23705203627615623,-0.0052987511028840875,0.0,0.0,0,0.0,0.11323195028826846,0
168,0.7525560872742774,recoverable,0.0012603442910050792,0.2887227564172952,0,0.06187139375139328,0.25779747396413866,-0.0023245579885267337,0.0,0.0,0,0.0,0.07218254882263453,0
169,0.7560526116595117,recoverable,0.0010441267180016454,-0.14939514267248805,0,0.054108201638618625,0.2254508401609109,-0.0012680213428312942,0.0,0.0,0,0.0,0.04509016803218219,0
170,0.7462834401763025,recoverable,0.0009258698517167253,-0.40851953062191615,0,0.05834783778328001,0.24311599076366672,-0.001428659681185967,0.0,0.0,0,0.0,0.048623198152733346,0
171,0.7674373967406428,recoverable,0.0007552609889230318,-0.7746128812834059,0,0.033301811696418326,0.13875754873507637,0.000659136673968327,0.06591366739683269,0.0,0,0.0,0.03763855985654018,0
172,0.7559713536164435,recoverable,0.0006349979449987104,-1.0489815664235225,0,0.0403728368344225,0.16822015347676042,0.002856117013133158,0.28561170131331576,0.0,0,0.0,0.07648578589234944,0
173,0.7656893819721586,recoverable,0.000486940654836603,-1.351362259581771,0,0.027094525182663642,0.11289385492776517,0.002694003271586715,0.26940032715867146,0.0,0,0.0,0.06298882005935376,0
174,0.7552307868337396,recoverable,0.00039501179966230536,-1.5094628798070155,0,0.03371569475997416,0.1404820614998923,0.0025770697675813903,0.25770697675813903,0.0,0,0.0,0.06675245881369932,0
175,0.7578022884426769,recoverable,0.00031794494597743854,-1.6129666765087665,0,0.02788899686601809,0.1162041536084087,0.002060974806160614,0.2060974806160614,0.0,0,0.0,0.054155452814090954,0
176,0.8003476683610664,recoverable,0.0003854906650140444,-1.4438894260931803,0,0.01757469756346408,0.07322790651443367,0.0025500342055681195,0.25500342055681197,0.0,0,0.0,0.05289609438640853,0
177,0.7769734669814031,recoverable,0.0003845727322466842,-1.4181358078686808,0,0.0030085287049818055,0.012535536270757522,0.0033970560863145253,0.3397056086314525,0.0,0,0.0,0.05346294854886938,0
178,0.793127990311125,recoverable,0.00032785876795528345,-1.4832767335965016,0,0.0157438066960377,0.06559919456682374,0.004291479775409819,0.4291479775409819,0.0,0,0.0,0.07749203554451203,0
179,0.7922409136172226,recoverable,0.00037617312250226825,-1.358840506715503,0,0.016780743675955945,0.0699197653164831,0.004878838445831042,0.4878838445831042,0.0,0,0.0,0.08716652975076225,0
180,0.7898663038953797,recoverable,0.000410456038666475,-1.2510044700961194,0,0.01581772123853631,0.06590717182723461,0.004246748766389676,0.42467487663896764,0.0,0,0.0,0.07688266586129207,0
181,0.792264301193798,recoverable,0.0004497003446662437,-1.1388800609778051,0,0.019484906266897917,0.08118710944540798,0.004627445574556593,0.46274455745565934,0.0,0,0.0,0.0856491055074305,0
182,0.8123303602525433,recoverable,0.0005503923906744314,-0.9237466493813159,0,0.03978186389291227,0.1657577662204678,0.005037319644882296,0.5037319644882297,0.0,0,0.0,0.108711347917328,0
183,0.8008805980743143,recoverable,0.0005411779914776441,-0.8967950015427889,0,0.028972267824661557,0.1207177826027565,0.00478739031542986,0.47873903154298597,0.0,0,0.0,0.09595441125199919,0
184,0.805148951553178,recoverable,0.0005719030168783527,-0.8026671142155533,0,0.0332891937044989,0.1387049737687454,0.003646480395570448,0.3646480395570448,0.0,0,0.0,0.0824382006873058,0
185,0.8092073986768442,recoverable,0.0005777736027187058,-0.7541367168888349,0,0.03704238797304826,0.15434328322103444,0.0022933050961500227,0.22933050961500226,0.0,0,0.0,0.06526823308645723,0
186,0.8273870027447372,recoverable,0.000550294982278586,-0.7522925381607326,0,0.053519416367001305,0.22299756819583874,0.004145010980032491,0.4145010980032491,0.0,0,0.0,0.10677467833965512,0
187,0.8202065267985885,recoverable,0.0006017610434909156,-0.6164321266755151,0,0.04491645399910971,0.1871518916629571,0.0037190249399212403,0.371902493992124,0.0,0,0.0,0.09321575243141002,0
188,0.8153862277514954,recoverable,0.0005926516943763851,-0.5859527684774607,0,0.03982913459671611,0.16595472748631712,0.003583044630529587,0.3583044630529587,0.0,0,0.0,0.08693661495520723,0
189,0.8002380420748578,recoverable,0.0005486825190523798,-0.6111840865276525,0,0.0235324405223849,0.09805183550993708,0.0022918643841475478,0.22918643841475478,0.0,0,0.0,0.05398833286420063,0
190,0.7864219575936997,recoverable,0.00045294499408419717,-0.7279270989943061,0,0.0086272574717281,0.03594690613220042,-8.162675482770091e-06,0.0,0.0,0,0.0,0.007189381226440084,0
191,0.81930116847893,recoverable,0.0004574298745468025,-0.6678571432209751,0,0.039823441529724724,0.16593100637385302,-0.0003131620935795203,0.0,0.0,0,0.0,0.03318620127477061,0
192,0.8169511541991634,recoverable,0.0004033750891042624,-0.7183223975254406,0,0.03622771547943482,0.15094881449764508,0.0002636735583724563,0.02636735583724563,0.0,0,0.0,0.03414486627511586,0
193,0.7972825885440105,recoverable,0.0003523395198941813,-0.7767760011449584,0,0.0143813912318006,0.05992246346583583,-0.0010516487457370221,0.0,0.0,0,0.0,0.011984492693167167,0
194,0.8040651434494859,recoverable,0.0002546577259274812,-0.9605626774044852,0,0.019272409041415917,0.08030170433923299,-0.0016688443742260126,0.0,0.0,0,0.0,0.0160603408678466,0
195,0.8038775215261162,recoverable,0.00015705435502187714,-1.2265002465269392,0,0.016977741533468538,0.07074058972278557,-0.00201257371630656,0.0,0.0,0,0.0,0.014148117944557115,0
196,0.8005949812120523,recoverable,0.00015698733021366886,-1.3062815621140964,0,0.01114367764280777,0.04643199017836571,-0.0012587725358313543,0.0,0.0,0,0.0,0.009286398035673143,0
197,0.7977537302848459,recoverable,0.00012302502813499167,-1.5553032393282504,0,0.00712448547515887,0.029685356146495295,-0.0008138952989144681,0.0,0.0,0,0.0,0.005937071229299059,0
198,0.7728243522307602,recoverable,0.0001651406227657532,-1.455048074507694,0,0.01848050141080959,0.07700208921170663,-0.0017780004800418464,0.0,0.0,0,0.0,0.015400417842341328,0
199,0.798115808280891,recoverable,0.00016033497501331692,-1.5030923169377333,0,0.0054088480852753085,0.02253686702198045,-0.001856549218444233,0.0,0.0,0,0.0,0.004507373404396091,0
200,0.7525188131420575,recoverable,0.0002775275174304886,-0.8480822905183989,0,0.04039599281908346,0.16831663674618105,-0.005317555035357572,0.0,0.0,0,0.0,0.03366332734923621,0
201,0.7801489778754929,recoverable,0.00029585595265005566,-0.6894736796273953,0,0.01318954745680967,0.05495644773670696,-0.004668566359896675,0.0,0.0,0,0.0,0.010991289547341392,0
202,0.7708978459020337,recoverable,0.00033058530477086316,-0.40541081909079285,0,0.022938229173121938,0.09557595488800807,-0.004206280494324889,0.0,0.0,0,0.0,0.019115190977601615,0
203,0.7731952744408729,recoverable,0.00036167694804229713,-0.15992685787740363,0,0.0208909970499066,0.0870458210412775,-0.004371696136406831,0.0,0.0,0,0.0,0.0174091642082555,0
204,0.7852838517624621,recoverable,0.0003653781025590779,-0.1268436665662886,0,0.009804188559274785,0.04085078566364494,-0.0031335970629687454,0.0,0.0,0,0.0,0.008170157132728988,0
205,0.7768397276792722,recoverable,0.0003742797409564981,-0.07760694316361334,0,0.018882893950351143,0.07867872479312976,-0.0021409426836623297,0.0,0.0,0,0.0,0.015735744958625952,0
206,0.7353877462084446,recoverable,0.0004780289484982264,0.6302038076872404,0,0.05816954468275792,0.2423731028448247,-0.003300410661922319,0.0,0.0,0,0.0,0.09348917826091069,0
207,0.7257866188134414,recoverable,0.0006197296392501465,1.507913076298379,0,0.0660644438054957,0.2752685158562321,-0.0043826024992555754,0.0,0.0,0,0.0,0.16276178004970204,0
208,0.7625097747170829,recoverable,0.0005952672154930105,1.2522184569912573,0,0.02832068071538618,0.11800283631410909,-0.004251343018524379,0.0,0.0,0,0.0,0.11304474276219735,0
209,0.7347769788374607,recoverable,0.0006859682114053723,1.6922475552501093,0,0.054138012102349586,0.22557505042645662,-0.0038216592428707732,0.0,0.0,0,0.0,0.16598983546029913,0
210,0.7501729708309114,recoverable,0.000724113063230781,1.7627033129869898,1,0.037418909006750045,0.15591212086145853,-0.004824250374485342,0.0,0.0625,0,0.0,0.17271480367136238,0
211,0.7639157396977891,recoverable,0.0006405982702716799,1.2009008004623216,0,0.022731188090005405,0.09471328370835586,-0.0032067904970576257,0.0,0.0625,0,0.0,0.12034628534612271,0
212,0.7282079580907171,recoverable,0.0006436762741977931,1.1809719044906644,0,0.055634889625016615,0.23181204010423587,-0.003957003406395304,0.0,0.0625,0,0.0,0.14634254405589464,0
213,0.7233131384064324,recoverable,0.0007069994526272037,1.4611006514808402,0,0.05794412732037191,0.24143386383488294,-0.004303591392149322,0.0,0.0625,0,0.0,0.16827610501560802,0
214,0.7614603513582002,recoverable,0.0006353444998127948,1.0453747603810124,0,0.018340627695438094,0.0764192820643254,-0.0011588852011017422,0.0,0.0625,0,0.0,0.10557848215436597,0
215,0.7613016347351397,recoverable,0.000555408837619216,0.6167077208206206,0,0.016902485520441934,0.0704270230018414,0.0017029918159209665,0.17029918159209664,0.0625,0,0.0,0.09930583332636997,0
216,0.7604082958467299,recoverable,0.0004800347229456937,0.2198686601804583,0,0.015563200845584713,0.0648466701899363,0.0019410163463586465,0.19410163463586463,0.0625,0,0.0,0.07341448353197112,0
217,0.7684568921264954,recoverable,0.00041236854035460734,-0.11777966323661104,0,0.005789616743416048,0.02412340309756687,0.001674700670107182,0.1674700670107182,0.0625,0,0.0,0.04557019067112111,0
218,0.7590016148918298,recoverable,0.000402716932267252,-0.13803929402942983,0,0.013365406882759556,0.05568919534483149,0.002823637558716063,0.2823637558716063,0.0625,0,0.0,0.06911740244970724,0
219,0.7534022459380233,recoverable,0.00032092748549040074,-0.5570286032368421,0,0.01740358263200481,0.07251492763335338,0.0018608244133274067,0.18608244133274066,0.0625,0,0.0,0.05804035172658177,0
