t,metric,outcome,dsdt,adaptive_threshold,spike_candidate,persistence,deviation,slope,recovery_lag,gv_signal,warning
190,2.4269542460772486,irreversible,0.08493547085738085,0.08391339107670823,1,0.0625,0.3190755896281581,0.01965912217953419,1.0,0.7749999999999999,1
191,2.4319605406218776,irreversible,0.005006294544628975,0.08197524280549415,0,0.0625,0.30291552004570654,0.020875907826031877,1.0,0.595,0
192,2.46686685975393,irreversible,0.03490631913205222,0.08624291066247611,0,0.0625,0.3170038473430892,0.02183028347408508,1.0,0.595,0
193,2.452325982378498,irreversible,-0.014540877375431638,0.0917237950254761,0,0.0625,0.2819514948741668,0.022358545282011023,1.0,0.595,0
194,2.474085875573353,irreversible,0.02175989319485483,0.08429667363153145,0,0.0625,0.28464993039772946,0.022233605263595215,1.0,0.595,0
195,2.4774708583049736,irreversible,0.0033849827316205783,0.08977755799453145,0,0.0625,0.26949431825637626,0.019426713329460592,1.0,0.595,0
196,2.570738591402637,irreversible,0.09326773309766345,0.09345563127574973,0,0.0625,0.3417939324841499,0.020971994944053978,1.0,0.595,0
197,2.536490915491857,irreversible,-0.03424767591077993,0.08985923958024848,0,0.0625,0.2873471924099018,0.021032639267646196,1.0,0.595,0
198,2.5917506638416388,irreversible,0.055259748349781646,0.09544323505263934,0,0.0625,0.32189159900717446,0.022798823189393722,1.0,0.595,0
199,2.5670541509722544,irreversible,-0.024696512869384346,0.10057963208086794,0,0.0625,0.27753856810190225,0.018704079364163906,1.0,0.595,0
200,2.603276823846662,irreversible,0.036222672874407724,0.10057963208086794,0,0.0625,0.2933928054738195,0.019519780895274026,1.0,0.595,0
201,2.5865729502685983,irreversible,-0.0167038735780638,0.10219684315350984,0,0.0625,0.257577069782041,0.017620871652138846,1.0,0.595,0
202,2.632342657024665,irreversible,0.04576970675606651,0.11321038139719564,0,0.0625,0.2827355444552624,0.018671489996662315,1.0,0.595,0
203,2.6796750981680004,irreversible,0.04733244114333557,0.11467612199973976,0,0.0625,0.3084495731957344,0.019328718793421237,1.0,0.595,0
204,2.65496512368851,irreversible,-0.024709974479490526,0.11893890735734644,0,0.0625,0.26510363778721135,0.017333043488658776,1.0,0.595,0
205,2.721444550898692,irreversible,0.06647942721018207,0.13130418730576904,0,0.0625,0.3107407563648241,0.016996708539709332,1.0,0.595,0
206,2.726744756316969,irreversible,0.005300205418277137,0.1250616076370113,0,0.0,0.29596041980662013,0.02021006769773794,1.0,0.58,0
207,2.719120981500315,irreversible,-0.007623774816654105,0.1107090634690576,0,0.0,0.2697004191989252,0.018833422381844305,1.0,0.58,0
208,2.7499680545714864,irreversible,0.030847073071171405,0.11500540610687068,0,0.0,0.279726468787703,0.020609630141534017,1.0,0.58,0
209,2.770818686465892,irreversible,0.020850631894405502,0.11612953882099626,0,0.0,0.2803603910840349,0.0199589243498706,1.0,0.58,0
210,2.79900961324115,irreversible,0.02819092677525825,0.10203304890212443,0,0.0,0.2887012206468982,0.020790877174016103,1.0,0.58,0
211,2.809277120681138,irreversible,0.010267507439988055,0.10203304890212443,0,0.0,0.27958755392195833,0.01869676562732703,1.0,0.58,0
212,2.8234542419839093,irreversible,0.014177121302771045,0.09824166295608254,0,0.0,0.2740648175249989,0.017727820900132172,1.0,0.58,0
213,2.853908245949704,irreversible,0.030454003965794563,0.09056565274699936,0,0.0,0.28540799944760176,0.019258995678091046,1.0,0.58,0
214,2.85946220522782,irreversible,0.005553959278115972,0.08677426680095747,0,0.0,0.27178681517734304,0.017333865114627117,1.0,0.58,0
215,2.8742094685471384,irreversible,0.014747263319318638,0.08323409120610595,0,0.0,0.2665848414525387,0.018166340042722266,1.0,0.58,0
216,2.9190364703498526,irreversible,0.04482700180271415,0.08323409120610595,0,0.0,0.290823451726264,0.019945575216445324,1.0,0.58,0
217,2.957657484511091,irreversible,0.03862101416123842,0.08685461296686714,0,0.0,0.3093928637774628,0.020992350853211935,1.0,0.58,0
218,2.9294125658976524,irreversible,-0.028244918613438585,0.08013278123889733,0,0.0,0.26247674727173953,0.019663614552041225,1.0,0.58,0
219,2.9800701630292794,irreversible,0.050657597131626986,0.08685461296686714,0,0.0,0.2918659648097197,0.02031297705311785,1.0,0.58,0
